"text","labels","lang"
"Jokainen pieni synti ja väärinkäytös, uudelleen ja uudelleen.","3","fi"
"Pelkäätte, että soitatte paremmin kuin minä. Älkää suotta.","3","fi"
"Oletko humalassa?","3","fi"
"Olet sairas, Bob.","3","fi"
"Hän ei tule pitämään ulkonäöstäsi.","3","fi"
"En taida haluta vartalokontaktia...","3","fi"
"Sä annat sille kadun lakaisemisesta dollarin.","3","fi"
"Sinähän olet aivan tikku.","3, 7","fi"
"Luulen että sinä tiedät, kuka syyllinen on.","3, 6","fi"
"Lapsia on paha kasvattaa vankilassa.","3","fi"
"Miten minusta tuntuu, että tämä liittyy jotenkin sinuun?","3, 4","fi"
"Tyyppi, joka oli riesa jo ennen kuin otin hänen tekeleitään.","3","fi"
"En lukisi matikkaa, ellei olisi pakko.","3","fi"
"Minulle tehtiin huumetesti.","3","fi"
"Olemme ihmisiä.","3","fi"
"Se pelkuri tulokas.","3","fi"
"Paskakaupunki, Ned.","3","fi"
"En ole enää se säälittävä, hyväuskoinen hölmö.","3","fi"
"Hän ei vaikuta ottavan tätä tosissaan.","3","fi"
"Teistä kaikki on hauskaa, vai mitä?","3","fi"
"Hän tietenkin valehtelee.","3","fi"
"Ei häpäistä hautaa.","3","fi"
"Norsunluutorni.","3, 4","fi"
"On häpeä tuhlata ensiluokan lihaa tyyppiin joka on 3-5 vuotta linnassa.","3","fi"
"Mitäs hittoa?","3, 7","fi"
"Purskuttelu ja sylkäisy.","3","fi"
"Hän on pelkkä kone.","3","fi"
"Varsinkin silloin, kun se kohdistuu avuttomiin ja syrjäytyneisiin.","3","fi"
"Mickey, mitä siitä, että olet tyhmä, mutta tämä on hullua.","3","fi"
"Sinun sormenjälkesi löytyivät lasista Sinun, Rozat K. Sabich.","3","fi"
"Heille olisi iso pettymys huomata se.","8, 3, 6, 7","fi"
"Vihaan pankkiireita.","3","fi"
"Voitko uskoa?","3","fi"
"Tiedän kyllä, ettet ole lelu...","3","fi"
"Oli jo aikakin.","3","fi"
"Rauhoitu.","3, 4","fi"
"Tämän nälkiintyneen linnunko?","3","fi"
"En voinut kuvitella tekeväni jotain sellaista.","3","fi"
"Sehän on naurettava...","3","fi"
"Tappaja on mielipuoli!","3","fi"
"Sinulla on linnunpaskaa tukassasi.","3","fi"
"Tarjoaisiko joku ryypyn?","3","fi"
"Pää kiinni, mutiainen.","3","fi"
"Kukaan ei pilkkaa vaimoani.","3","fi"
"Minun puolestani voit kuolla, senkin paska.","3","fi"
"Olen heikko ja luonteeton.","3","fi"
"Tuo kyllä opettaa heitä pysymään poissa taloltani.","3","fi"
"Sinulla ei ole munaa siihen.","3","fi"
"Mitkään maailman mahat eivät riitä auttamaan teitä.","3","fi"
"Sait Caseyn ihan sekaisin, koska häntä pelotti.","3","fi"
"Siellä oli kaaos.","3","fi"
"Mitä tällainen toope mahtaa tayloreille ja paineille - ja valheiden koneistolle?","3","fi"
"Hän uskoo, että hänen isällään on insestihaluja.","3","fi"
"Russellin kielikuvissa alkaa olla aika paljon ulostetta.","3","fi"
"Sinun on aika hyväksyä velvollisuutesi.","3","fi"
"Teet oloni tukalaksi.","3","fi"
"Täyttä skeidaa, Amy.","3","fi"
"Sinä näytät vanhalta.","3","fi"
"Tulen ihan kohta. Samppanja nousi minulle kupoliin.","3","fi"
"Parasta apua on, että he pääsevät lopullisesti eroon kieroilijoista!","3","fi"
"Tapoit vahingossa oman jumalasi.","3","fi"
"Teidät on lyöty, mutta ette häpeä sitä.","3","fi"
"Pyyhi ensin leukasi, juoppolalli, ja sitten pöytä!","3","fi"
"Hänestä on hauskaa opettaa kaltaistasi valkoista saastaa.","3","fi"
"Sinä vain nautiskelet viinistä.","3, 6, 7","fi"
"Pysy kaukana minusta.","3","fi"
"Tappaa raakalaiset, jotka lisääntyvät ja muodostivat legioonan.","3","fi"
"Unohda se.","3","fi"
"Syöpäläiset!","3","fi"
"Tässä on musta käsi, joka teki sen häijyn tempun.","3","fi"
"Minä en tapaile teini-ikäisiä.","3","fi"
"Se on töykeää.","3","fi"
"Luulin että emme koske huumeisiin.","3, 4","fi"
"Sellaista maata ei olekaan, joka saa nämä säännöt toimimaan - jollei ole ihmisiä, jotka tajuavat mitä ihmisoikeudet todella ovat.","3","fi"
"Valehtelet!","3","fi"
"Verua sotamiehenä! Tavallisena rivimiehenä!","3, 7","fi"
"Emmä tykännyt siitä muutenkaan.","3, 6","fi"
"Te valehtelette.","3","fi"
"Et erota patoa kylpyammeesta.","3","fi"
"Se pikku seikkailu on nyt loppu.","3","fi"
"Teidät pidätetään.","3","fi"
"Siellä riittää liipaisinherkkiä asehulluja.","3","fi"
"Skip, voimme nujertaa sinut hetkessä.","8, 3","fi"
"lautasliina...","3","fi"
"Se läylyi johtua siitä kirolun naisen kirkumisesla.","3","fi"
"Sinä oksetat minua.","3","fi"
"Vihaan sinua sydämeni pohjasta.","3","fi"
"Mustamaalaan sen ryökäleen niin...","3","fi"
"Tai toisaalta en.","3, 4","fi"
"Se maistuu karvaalta.","3","fi"
"Olin ihmisolentojen ystävä, kunnes he veivät vaimoni.","3","fi"
"Hän ajoi Myrtlen yli eikä edes pysähtynyt.","3","fi"
"Veljeni näyttää unohtaneen tavat.","3","fi"
"Lanceyllä saattaa olla kolme jätkää.","3","fi"
"Moni ihminen saa punastua, jos tämä poliisi hoitaa velvollisuutensa.","3","fi"
"Oletko aivovammainen?","3","fi"
"Entä se, että maksamme pudottamistamme tavaroista?","3","fi"
"Ei kai sinulla ole oikeasti miljardia?","3","fi"
"Joukko homoja ja latinoja persettään myöten aineissa.","3","fi"
"Yrittää lavastaa sen raiskaukseksi.","3","fi"
"Ja hän kutsuu minua kusipääksi.","3","fi"
"Puhdasta kiristystä!","3","fi"
"Miten oikein sekaannuin tuollaiseen pummiin?","3","fi"
"Olet kahelimpi kuin muulia nussiva vuohi.","3","fi"
"Olet pilalle hemmoteltu.","3","fi"
"Wonder Oats tahtoo haudata koiran.","3","fi"
"Vastustan suunnitelmaanne.","3","fi"
"Sinä ja vanhus joudutte vaikeuksiin, jos ette varo puheitanne.","3","fi"
"Munaton piilopaikkasi on turvassa.","3","fi"
"Hevonpaskaa!","3","fi"
"Tämä on hänen hajunsa.","3","fi"
"Nyt sinä valehtelet.","3","fi"
"Puolustaa tyhmiä eläimiä, naisia hädässä, eksyneitä lapsia ja toivottomia aatteita.","3","fi"
"Hän on mahdoton ja tekee kauheuksia.","3","fi"
"Aseettomien miesten murhaaminen.","3","fi"
"En paina selkääsi vasten kaluani.","3","fi"
"Ällöttävää pilaantuvaa lihaa.","3","fi"
"Narkkariäitejä, saastaista verta.","3","fi"
"Saman paperin, - jonka Mary luuli olevan todiste miehensä uskottomuudesta.","3, 7","fi"
"Ja kuulisin, kuinka paljon Carolyn sinulle merkitsi?","3","fi"
"Sillä pidät vallasta.","3","fi"
"Siksi vaimosi jätti sinut.","3","fi"
"Tunnistin Wattsin heti uutisten kuvasta.","3","fi"
"Kuule minua, turhamainen ja hölmö kuolevaisnainen.","3","fi"
"Se jepari on täällä.","3","fi"
"He ovat perkele kamalan näköisiä.","3","fi"
"Te häpäisette isänmaanne!","3","fi"
"Sinulle muka maksettiin kyrvän imemisestä julkisella paikalla.","3, 7","fi"
"Senkin idiootti!","3","fi"
"Tämä persreikä haluaa ruumiille kahdet paarit.","3","fi"
"Miten jaksat?","3","fi"
"Se hirveä nainen hänen kimpussaan.","3","fi"
"Ja te olette kaikista suurin valehtelija.","3","fi"
"Häväisemään häntä?","3","fi"
"Pankaa nämä maljakkoon, hölösuu.","3","fi"
"Voin tuskin pitää onnena sitä, että minut ostaa joku Bishop-niminen.","3","fi"
"Pahuksen kakara!","3","fi"
"En kaipaa tuollaista riesaa.","3","fi"
"Kiirehdi oikeudenmukaisuuden huvilalle ja valehtele väijytyksestä.","3","fi"
"Te olette narri, herra Howie.","3","fi"
"Oksettaa.","3","fi"
"Häntä ei saisi jättää sinne.","3, 4","fi"
"Ilmassa haisi kuolema.","3, 4, 6","fi"
"On töykeää kieltäytyä tanssimasta Mimin kanssa.","3","fi"
"Ei haittaa, etten ole saanut kahteen kuukauteen palkkaa - mutta ajatus siitä, että jakaisin pankkitilini kanssanne - että ottaisitte puolet säästöistäni - on ihan liian kauhistuttava.","3","fi"
"Jos haluat pelastaa sieluni, - siirrät uurnani pois täältä.","3","fi"
"Minä vain vihaan ja halveksin teitä.","3","fi"
"Kuinka kauheaa.","3, 4, 6","fi"
"Katsopa näitä ryppyjä ja harmaita hiuksia.","3","fi"
"Viis minä siitä.","3","fi"
"En minä tästä ottelusta piittaa.","3","fi"
"Ei todellakaan.","3","fi"
"Aina siitä lähtien, kun laukkumme katosivat, olet ollut sarkastinen kärttyinen, töykeä ja sietämätön!","3","fi"
"Onko minulla yhtään kulmakarvoja?","3","fi"
"Tykkään vieläkin, mutta miksi maksaa jollekin akalle yliluonnollisesta humpuukista, että näkee roikkuvat, ryppyiset läpät?","3","fi"
"Hyvin pahalta kädeltä...","3, 6","fi"
"En hyväksy ase kädessä ympäriinsä juoksevia ihmisiä.","3","fi"
"Jos se laiskimus tiesi mitään rangaistusopista, minä olen lentäjä.","3","fi"
"Mokoma yli-innokas paska.","3","fi"
"He ovat vain elukoita.","3","fi"
"Ettekä vain näytä, vaan myös olette matojoukkio.","3","fi"
"Miksi olet palannut, kun kukaan ei halua nähdä sinua?","3","fi"
"En ole nähnyt ketään niin pahaa.","3","fi"
"Missä sä olet oppinut puhumaan noin tuhmia?","3","fi"
"Tämä pukuhuone ei ole naisille!","3","fi"
"Se nyt hävettäisi ketä tahansa.","3","fi"
"Annatko hänen määräillä?","3","fi"
"Hitto, tuossa vehkeessä on reikiä enemmän kuin isän kondomissa.","3","fi"
"Minä en maksa sinulle minun huijaamisestani.","3","fi"
"Tulen merisairaaksi. Vihaan laivoja.","3","fi"
"Äh, älä.","3","fi"
"Älä kastele polttopuita!","3","fi"
"Miten olette ylennyt kapteeniksi?","3","fi"
"En. Meillä oli tärkeämpääkin hoidettavaa.","3","fi"
"Kaikki tuntuu purevan ja haisen vanhalta lammaspaimenelta.","3","fi"
"Mä en ole mainosmies.","3","fi"
"Lääkärin mukaan äiti oli pannut pojan pään ruuvipuristimeen.","3","fi"
"Ei ainakaan töitä.","3","fi"
"Haluan yhä hänet siitä Springerin junaryöstöstä.","3","fi"
"Toivottavasti et ole kevytmielinen.","3","fi"
"Meni kai sänkyyn väärän kaverin kanssa.","3, 7","fi"
"Soita parittajasi huolehti- maan itsestäsi!","3","fi"
"Ihmisiä ei murhata täällä.","3","fi"
"Mikä karmea todiste lehdistön vallasta.","3","fi"
"Mitä sinä olet juonut?","3","fi"
"Anteeksi, sir.","3, 6","fi"
"Kohtaamme kovaa vastarintaa.","3, 4","fi"
"Hänkin etsii rahoja.","3","fi"
"Tapoitko?","3","fi"
"Mutta demokratiassa ei ammuta noin vain aseettomia epäiltyjä, vaikka heitä epäiltäisi murhasta, ellei osallisuutta ole todistettu.","3","fi"
"Listi kilpikonnan, eikä kertonut...","3, 6, 7","fi"
"Et ole yhtään herrasmies.","3","fi"
"Haluan, että kaikki poltetaan.","8, 3","fi"
"Täytyy käydä jokaisella maatilalla 30 km säteellä kerran kuussa.","3","fi"
"Sedän ei pitäisi kelpuuttaa ventovierasta sukuun.","3","fi"
"En kertonut, että olen menettänyt uskoni.","3, 6","fi"
"Hän oli aina peitehommissa, nukkui hylätyissä taloissa veljeili narkkarien kanssa.","3, 6","fi"
"Hän osti ne päivä sen jälkeen, kun hänet nimitettiin senaattiin - ja käyttää täten virka-asemaansa henkilökohtaiseksi hyödykseen.","3","fi"
"Ole hiljaa, Evelyn.","3","fi"
"Hänen mielestään se oli syntistä.","3","fi"
"Katse tiehen, taitelija.","3","fi"
"Täällä on kauhean ankeaa.","3, 6","fi"
"Pelkureiden säännöstö!","3","fi"
"Tulkaa, lähdetään.","3","fi"
"Käyttäydyt sopimattomasti.","3","fi"
"Hän tiesi, että nekrut, latinot, narkkarit - ja hintit halusivat käsiksi ihmisten kurkkuihin.","3","fi"
"Ei hyvä.","3, 4","fi"
"Onko jyrääjätyylini liikaa herkälle mielellesi?","3","fi"
"Vahingoitat heitä psyykkisesti.","3","fi"
"Hän näyttää linnunpelättimeltä.","3","fi"
"Hän on nousujohteinen ylisuorittaja ja asuu Wilshire Boulevardilla.","3","fi"
"Kun hänen vaimonsa on poissa, Sabich soittaa naiselle.","3","fi"
"Kertoisitte vaihteeksi totuuden!","3","fi"
"He ovat juovuksissa.","3","fi"
"Kesäaikaan haisevat vain roskaläjät.","3","fi"
"Nopeamminkin, jos on oikeanlainen hallitus.","3","fi"
"Miltä tuntuu saada suojelijaksi nainen jota vastaan on rikkonut?","3","fi"
"Sinä ja Steven tiskaatte kahdestaan tänään.","3","fi"
"Antamalla paljon idioottimaisia lainoja?","3","fi"
"Entä moraalia?","3","fi"
"Kaikkia päästetäänkin ensi luokkaan.","3","fi"
"Amatööri.","3","fi"
"Löydätte hänet varmasti sisarkunta-talolta.","3","fi"
"Onpa kauhea vastatuuli.","3","fi"
"Me kuolemme kaikki.","3, 4","fi"
"Luulen, että yrität hämätä.","3, 4","fi"
"Naapurit eivät oIisi maksaneet matkaasi.","3","fi"
"On jumalanpilkkaa katkeroitua tyhmän eläimen vaistonvaraisesta teosta.","3","fi"
"Hän on hieno jos pitää preussilais-arjalais-tyypistä.","3","fi"
"Olet loistava luomaan vaikeita tilanteita.","3","fi"
"Olisimmeko hyväksyneet hänen tappamisensa jo viattomana lapsena, tai hänen äitinsä tappamisen, tai kaukaisten esi-isien?","3","fi"
"lnhoan sirkuksia.","3","fi"
"Veikkaan, että hän oli todella kaunis tyttö ennen kuin nai sinut.","3","fi"
"Kuvitteletko, että annan kuolaavan pikkulapsen - kietoa Willet Creekin köydeksi kaulani ympärille?","3","fi"
"Typerä ääliö.","3","fi"
"Sun perhe on outo.","3","fi"
"Hän piilotteli sairaalassa sikareita ja konjakkia.","3","fi"
"Hän palasi - läpimärkänä ja esitti aina saman tekosyyn.","3","fi"
"Ei minustakaan!","3","fi"
"Jonain päivänä esimieheni haluavat minun nappaavan sinut.","3","fi"
"Mikä helvetti tuo on?","3","fi"
"Melkein raiskasit hänet kerran.","3","fi"
"Upottaisin tämän laivan ennen kuin palvelisin häntä.","3","fi"
"Hän tietää tarkkaan, millaista elämää tahtoo.","3","fi"
"Ei missään nimessä.","3, 7","fi"
"Olet tehnyt pirusti töitä miehen kanssa.","8, 3","fi"
"Kävikö Luuviulu-Marielle tai Rachelille niin?","3","fi"
"Tämä on yritys esittää vastaaja mielipuolena.","3","fi"
"Minun on pakko tehdä tämä.","8, 3, 6","fi"
"Hän on tyhmä, mutta mukava nainen.","3","fi"
"Aja nyt vain.","3","fi"
"Miksi valehtelit minulle?","3","fi"
"Entä jos venäläiset raiskaisivat sisartasi?","3","fi"
"Arabit eivät vaikuta erityisen fiksuilta.","3","fi"
"Kuulen teidän syövän.","3","fi"
"Siten näytät kunnialliselta, jos mahdollista.","3","fi"
"Älä myy itseäsi.","3","fi"
"Hänen kasvonsa olivat kirkkaanpunaiset, kieli oli sininen, silmät olivat pullahtaneet.","3, 4, 6","fi"
"Joku tappaa sinut, senkin tyhmä paskiainen, mutta en minä.","3","fi"
"Mitä hän on ottanut?","3, 4","fi"
"Teillä ei näytä olevan lanttiakaan.","3","fi"
"Siksi, että olet pahin munapää, jonka kanssa olen ollut.","3","fi"
"Mutta en odottanut tapaavani sinua!","3, 6, 7","fi"
"Minä tunnen monenlaisia miehiä.","8, 3","fi"
"on siis tartutettu uudenlainen pilkkukuumekanta?","3","fi"
"Ja kun Harold ei saa pyykkejään, se on katastrofi.","3","fi"
"Ei se niin kamalaa ole.","3, 4","fi"
"Jokainen heistä ansaitsee kuolla.","3","fi"
"Huiputus on kuitenkin sukua juonelle.","3","fi"
"En väitäkään...","3","fi"
"Deveraux, ärsytät minua Ja olen saanut tarpeekseni.","3","fi"
"Aivan sekopäältä.","3","fi"
"Mistä nämä todistajat voi löytää?","3","fi"
"Hän riistäytyy irti, iso kusipää noin 130, 135 kiloa...","3","fi"
"Luoja, että tässä piti käydä näin.","3, 6","fi"
"Minulla on ollut tuhat mahdollisuutta tappaa sinut, likainen myyty poliisi.","3","fi"
"En. Hän sanoi Puukotin paskiaista monet kerrat.","3, 4","fi"
"Parhaat narrit tulevat Irlannista mutta vain suurempi narri menisi sinne.","3","fi"
"Tiedän tarkkaan, että juot salaa, ja kuinka paljon.","3","fi"
"Te puhutte mielettömiä.","3","fi"
"Sinä suuri pölkkypää menit kertomaan isälle toiveistasi.","3","fi"
"Välkky, hoida torni.","3","fi"
"Et edes laita minulle aamiaista.","3","fi"
"Anteeksi vain, kulta.","3, 6","fi"
"Eikö bolsevikkien arvokkuus merkitse sinulle mitään?","3","fi"
"Surkein kaukalo koko vitun liigassa.","3","fi"
"On vaikea olla tiukkana miehelle, joka on hyvä häviäjä.","3","fi"
"Vähät hänestä.","3, 7","fi"
"Teen hänet perinnöttömäksi.","3","fi"
"Viittoilee rivosti ihmisille jotka hoitavat sosialistisia velvollisuuksiaan.","3","fi"
"Jos kosket sormellasikaan tuohon avuttomaan tyttöparkaan, häpäiset itsesi ikiajoiksi.","3","fi"
"En halua sähkötuoliin tuon apinan ammuskelun takia!","3","fi"
"Hän on ulkomaalainen, joten Varaudu hysteriaan ja jopa pyörtyilyyn.","3","fi"
"Valehteletko aina?","3","fi"
"Ja jotkut ihmettelevät, mikseivät papit mene naimisiin.","3, 7","fi"
"Ltse olit vasta vieroitushoidossa.","3","fi"
"Hän piilottelee isääsi!","3, 4","fi"
"Minua oksettaa.","3","fi"
"Kristus, hän on hajottanut paikan.","3","fi"
"Tässä hotellissa on kamala palvelu!","3","fi"
"En halua tanssityttöjä kuulolle, kun selitän suunnitelmani.","3","fi"
"Ja lopun ihmiskunnalle, joka on riivannut tätä kaunista planeettaamme jo liian kauan.","3","fi"
"Annatko muka minun puheitteni vaikuttaa päätöksiisi?","3","fi"
"Hankkivatko ystäväsi sinulle rahaa?","3","fi"
"No, ehkä olet sen ansainnut.","3","fi"
"En haluaisi, mutta sinua pitää rangaista.","3","fi"
"Inhottavaa.","3","fi"
"Ihmiset ovat hemmetin julmia.","3","fi"
"Ei ole joen vika, jos ihmiset viskelevät siihen törkyä.","3","fi"
"! Hän otteli kuin vainaja!","3, 6","fi"
"Ei kookospähkinää.","3","fi"
"Filmi vain tuntui väärältä.","3","fi"
"Miksi et valinnut yhtä katutytöistä, typerys?","3","fi"
"Miten voit olla noin tunteeton?","3","fi"
"Olet nöyryyttänyt häntä taas.","3","fi"
"Jos olet paha tarpeeksi usein, kuolet.","3","fi"
"Haluatteko te verta vai virtsaa?","3","fi"
"Se munapää on vaikeuksissa.","3","fi"
"Olette hölmöjä jos käytätte minua.","3","fi"
"Jos joudun helvettiin, se on varmasti kuin vanhempieni koti.","3, 6","fi"
"Painukaa siis punkkaan, pienet lapsukaiseni tai kersantti Hulka upottaa isovarpaansa ahteriinne.","3","fi"
"Ette aio tappaa sitä, vaan pakastatte sen.","3","fi"
"Katso nyt tätä sotkua!","3","fi"
"Teen sitä endolfiinin takia.","3, 5","fi"
"Minä, kaikkivaltias pimeyden ruhtinas - käsken pahuuden voimia kerääntymään ruumiiseeni!","3, 4","fi"
"Kaikki se tuhoaminen...","3","fi"
"Hän luuli voivansa saada rahat takaisin, ennenkuin huomaisit niiden kadonneen.","3","fi"
"Sano, että tulee yksin. En halua noita kahta kokankäyttäjää lähelleni.","3","fi"
"Olen nähnyt älykkäämpiä banaanejakin.","3","fi"
"No niin, Välkky, olet kerjännyt tätä jo kauan.","3","fi"
"Hinttejä joka paikassa.","3","fi"
"LA on kaikkien saatavilla - ennen niin upean kaupunkimme aarteet päätyvät hävyttömien roistojen käsiin - niiden, jotka saavat aikaan eniten tuhoa ja verenvuodatusta kaduillamme.","3","fi"
"Miksi vanhemmat rakastavat ketään lasta?","3","fi"
"Kuulkaas, ei tämä ole mikään Kiina tai Korea.","3","fi"
"Olen odottanut tätä ikuisuuden.","3","fi"
"Alamaiseni alkavat käydä hermoille.","3","fi"
"Sellaiset ovat homoja.","3","fi"
"Hän antoi sen jollekin pummille.","3","fi"
"Kysymys kuuluu, mitä me teemme pikku kauhukakarallemme?","3","fi"
"Hän on hullumpi kuin minä.","3","fi"
"Jessus, päähän sattuu.","3","fi"
"Koska tänä vuonna heille sopii kieriä maassa ja leikkiä kilttiä koiraa?","3","fi"
"Minä en ole koskaan kohdellut sinua kuin prostituoitua.","3","fi"
"Kun kuvittelit itsesi vietäväksi - tähän kuvitteelliseen kaupunkiin, Midianiin, - mitä syntejä olisit saanut anteeksi?","3","fi"
"Haluan hänet syyskuussa. En pidä teistä.","3, 6","fi"
"Noin hän tekee miehen hullu, ettei tiedä mitä tekee.","3","fi"
"Hän on yhtä paha kuin setänsä.","3","fi"
"Kuten isänsä, tulee kotiin kun on pakko.","3, 6","fi"
"Hyvästi.","3, 6","fi"
"Koskiko hän ikinä sinuun?","3, 4, 6","fi"
"En todellakaan tiedosta sellaista, ja minusta on tosi ikävää, että sanot niin.","3","fi"
"Kaks kertaa!","3","fi"
"Älä sitten kasvata lapsia kuin miljonäärin jälkeläisiä.","3","fi"
"Painat liikaa.","3","fi"
"Oletko seonnut? Me emme ota oppilaita nyt.","3","fi"
"Kauas sanoista, monumenteista, koko humpuukista.","3","fi"
"Sutenööri?","3, 7","fi"
"Kiiruhtamassa kotiin kuuntelemaan pesukoneiden ääntä, jätemyllyä ja vaimon nalkutusta.","3","fi"
"Anna Murrayn joutua sen miehen ryöväämäksi, joka vei kelloni!","3","fi"
"Turkkilaisessa kylpylässä ei jää mikään arvailun varaan.","3","fi"
"En tiedä, mitä se paskiainen minulta odottaa.","3","fi"
"Sinä olet koulutettu tappaja!","3","fi"
"Ja välillä tuntuu siltä - että narkkarihoitaja on vienyt lääkkeeni.","3","fi"
"Vasikoiko hän Brennanista?","3","fi"
"Hän ei välitä sinusta, eikä hän välitä minustakaan.","3, 6","fi"
"Hanki rusketus.","3","fi"
"Emme ole enää tämän väkivaltaisen toiminnan uhreja, joka alensi naisiaja petti miehet.","3","fi"
"Kuka tappoi koirani?","3","fi"
"Liitu oli kirjoittanut taululle vuosien mittaan niin monia asioita, että se luuli tietävänsä kaiken.","3","fi"
