"text","labels","lang"
"I killed this person for their money , right ?","7","en"
"Missä se sontaläjä on?","3","fi"
"Että hän oli joskus lapsi.","6","fi"
"Nick.","9","en"
"This starved duck ?","3","en"
"Enkö ole sanonut sinulle, - että tähtää aina sydämeen?","1, 6, 7","fi"
"Mauron mukaan etsitte Tiburon Mendezin vaimoa.","9","fi"
"Etkä tunne.","9","fi"
"Katsokaa nyt häntä.","9","fi"
"Junamme lähtee huomisaamuna.","2","fi"
"And now what are we going to do?","9","en"
"Voitin äijän.","5, 7","fi"
"Heikensitte tahallanne meidän luottoamme.","1, 3, 6","fi"
"I think it's cute .","5","en"
"Nice to see you again , [PERSON] .","5","en"
"Kuningas Lombino.","9","fi"
"That's the kind of kid I want .","8","en"
"Hän taisi unohtaa. Tai ei tiennyt kuolevansa.","9","fi"
"What?","9","en"
"That's true.","9","en"
"Älä sekoa asioihin, joita et ymmärrä.","1","fi"
"You're lucky .","2, 5","en"
"You know too much .","6, 7","en"
"Pysy täällä. Yllätetään vaari kunnolla.","2","fi"
"Sehän on itsestään selvää.","8, 1","fi"
"She saved my life , actually .","8","en"
"Se oli vain nippelitietoa.","9","fi"
"They had never seen anything like this.","9","en"
"Get the hell up because I'm out here alone .","4","en"
"I'm warning you .","1","en"
"Kaikki täällä pelkäävät.","4","fi"
"It's Indian religion see.","9","en"
"Mene ennen kuin Henry tulee.","4","fi"
"He couldn't hang out with his own , because there was nobody up there for him .","4","en"
"Mä en ole mainosmies.","3","fi"
"Salamurha on tuorein Cainin terroriteoista. Hän syyllistyi myös huumeklinikan räjäyttämiseen jossa kuoli 5 henkeä.","9","fi"
"You know what we ought to do ? Steal the money for ourselves .","7","en"
"But when I go I go with a bang .","2","en"
"Tuollaisella autolla olisi hyvä iskeä tyttöjä Minskissä.","5","fi"
"I thought it was all over .","7","en"
"En tiedä eksytinkö heidät.","9","fi"
"Kyllä kreivitär.","9","fi"
"Out there , you got me a little wrong .","7","en"
"My dear lost love !","6","en"
"And people do the strangest things , too .","7","en"
"Luulette, että tämä on hauskaa, mutta te vain satutatte rakkaimpianne.","1, 6","fi"
"Authorities once again warn residents to use extreme caution ...","2, 4","en"
"Olet oikeassa paikassa.","8","fi"
"Kuuluuko?","9","fi"
"What if we use the first letter of every word?","9","en"
"How many ? = All of us . - Sorry , not enough room .","4, 7","en"
"I need some protection now from [PERSON] .","4","en"
"En mitään komisario.","9","fi"
"Sinä löit minua.","1, 4, 6, 7","fi"
"Puhuimme kerran ruokakaupan omistajan kanssa. Sal Garcian.","8","fi"
"Muistatko?","9","fi"
"Huora on taas työssään!","1","fi"
"Vihaan sinua, Braden.","1","fi"
"!","7","fi"
"Oleksä nyrkkeilijä?","9","fi"
"Hae se, niin kukaan ei loukkaannu.","1","fi"
"Sinä lähdet lompakkona.","9","fi"
"Hetkinen...","7","fi"
"Kuoriutuvatko ne pian?","9","fi"
"How they handle all this and ride a horse at the same time is beyond me .","7","en"
"Profane , or really offensive ?","1, 2, 3","en"
"You mean in the morning ?","7","en"
"Hän on nunnaluostarissa Moritossa.","9","fi"
"Minne sinä olet menossa? - Kaupunkiin.","7","fi"
"Kertoiko herra Sabich että hänellä oli suhde Carolyn Polhemusiin?","9","fi"
"Looks nice .","5","en"
"Emme pyydä sinua rakentamaan raketteja tai painamaan nappia.","8","fi"
"Look , I ain't got no more to say to you , OK ?","1","en"
"Kun vartuin, kirjoitin yhteenvetoja ja minua syytettiin - valtionsalaisuuksien paljastamisesta.","6","fi"
"But there's something you may not know about us .","4","en"
"Kyllä he vielä löytävät lasin.","9","fi"
"Laskin jo aseeni.","9","fi"
"Kuka hän on?","9","fi"
"Miten niin maksat?","9","fi"
"Jos olet hiljaa.","9","fi"
"Olen pahoillani siitä, mitä tapahtui.","3, 6","fi"
"Voitko ymmärtää?","9","fi"
"Why don't you just get out of here .","1","en"
"You've exceeded everyone's expectations , the way you handled yourself all weekend , but ...","8, 4","en"
"Mistä keksi ne nimet?","9","fi"
"Älkäämme haaskatko aikaa.","2","fi"
"Yeah , that's it . That's it . I love you , [PERSON] -[PERSON] !","8, 5","en"
"To read something like that was , frankly , it was alarming to me .","4, 7","en"
"Sorry about the Chiefs , [PERSON] .","6","en"
"Yksityisetsiväkö hän oli?","9","fi"
"Sitä minäkin.","8, 1","fi"
"Älä ole lapsellinen.","3","fi"
"Teitä ei varmaankaan kiinnosta aihe.","8, 4","fi"
"Do any good ?","2","en"
"When that monster makes a run for it tonight , you'll be in deep trouble","1","en"
"You get beaten though , don't you ?","4","en"
"It's such a ridiculous ...","3","en"
"Kristus!","4, 7","fi"
"Leona!","9","fi"
"En nähnyt mitään asetta!","8","fi"
"Shot by a mad pharmacist or run over by a car while fleeing from police pursuit .","3","en"
"Pärjäile nyt.","9","fi"
"Antakaa hetki komisario Japp.","9","fi"
"I'm getting off at the next stop . That's impossible .","2","en"
"Everything we're gonna be eatin' is on this table.","9","en"
"Left tangent: 350.","9","en"
"Älä huolehdi, kun kuulet ampumista.","8","fi"
"But now , I don't suppose I shall ever see it again .","6","en"
"Kaikilla tänne tulevilla on unelma.","8, 2, 5","fi"
"They're from the guy who pumped my stomach . Bullshit .","1","en"
"Hey!","9","en"
"Please , stop doing things .","1, 4, 6","en"
"Onko jyrääjätyylini liikaa herkälle mielellesi?","3","fi"
"Annan sinulle rannekelloni.","5","fi"
"Nyt tiedän.","2","fi"
"Mitä tehtävä sinulla on siellä?","9","fi"
"I asked you to come here today to discuss the sale of your formula .","8","en"
"Et tuonut riittävästi miehiä.","4","fi"
"Nimeltään Charlie.","2","fi"
"Et osaa käyttää ajastinta.","9","fi"
"Otan sen riskin.","8, 4","fi"
"Pitää pysyä terävänä.","9","fi"
"OT leikkasi palkkojamme 40 prosenttia ja perui eläkkeemme, ja nyt he kieltäytyvät puhumasta meille.","1, 3","fi"
"Lhmiset voivat käsittää väärin.","4","fi"
"We got to save her !","4","en"
"Left to 180.","9","en"
"En tiedä mistä puhutte.","9","fi"
"You think of yourself and the one you're in love with .","5","en"
"What do you want?","9","en"
"Laita maalainen toivomaan.","9","fi"
"What about it?","9","en"
"Despite our power the few of us would be busy indefinitely trying to suppress a large , hostile population .","4","en"
"What the ...","7","en"
"Maybe I'm tired of one - night stands .","6","en"
"All the candy you need . A nice baby - sitter .","5","en"
"Mitä hittoa me teemme täällä?","1, 3, 4","fi"
"Kukaan ei tiedä, mitä täällä tapahtuu.","7","fi"
"[PERSON] , if there's one thing I know about , it's Mr. [PERSON] Q. Public .","5","en"
"[PERSON] , get real !","8, 5","en"
"Muuten siitä sinun autostasi... Voi luoja!","9","fi"
"Eikö tässä verstaassa levätä?","9","fi"
"Asiat ovat ihan uudella mallilla.","2","fi"
"Hän oli kaunis 8vuotiaana.","9","fi"
"What's this mess ?","3","en"
"Entä metsästys?","9","fi"
"Siellä kukaan ei ole minulle velkaa.","9","fi"
"Everyone sees this thing except me .","6","en"
"Hastings.","9","fi"
"Tiedätkö mitä, ystäväiseni?","8","fi"
"It's the right mate too . - How do you know ? - I looked .","2","en"
"Äiti tämä on Eric.","9","fi"
"A composer ?","2","en"
"He don't get it .","3","en"
"No thanks.","9","en"
"[PERSON] , it's me .","2","en"
"Verua!","9","fi"
"You've cost me millions and millions of francs .","1, 3, 6","en"
"Oletko sinä nyt parittajani?","7","fi"
"Guess again.","9","en"
"Miten pääsitte sisään?","7","fi"
"You and [PERSON] have been asked to accept a dangerous mission to [LOCATION] .","4, 6, 7","en"
"Luulen että Edward on tosiaan sinun kanssasi.","9","fi"
"Olit aika kova hänelle.","6, 7","fi"
"I'm fine .","2, 5","en"
"Get out .","1","en"
"I don't have any secrets .","8","en"
"From my heart , I thank you .","8","en"
"All ?","7","en"
"Magic.","9","en"
"I don't like the way you are looking at me .","1","en"
"Olen tutkinut argumenttinne herra Stern.","9","fi"
"Kolmonen.","9","fi"
"I don't know.","9","en"
"I'll tell you , two out of three of those judges do not use the internet .","1","en"
"Now look her right in the eye.","9","en"
"So no more crimes .","5","en"
"Asia on päätetty.","9","fi"
"Lieutenant I think you boys have been had.","9","en"
"Käskin olemaan liikkumatta!","1","fi"
"Kotini on täällä.","8","fi"
"Yeah?","9","en"
"Rocky, tämä on omaksi hyväksesi.","2","fi"
"Then why are you hanging around here ?","7","en"
"You cold?","9","en"
"Lääkäri irrotin tämän Dannyn käsistä.","9","fi"
"It doesn't matter . They run a little family grocery shop back home .","2, 5","en"
"Soita sinne pankkiin!","1","fi"
"This is exactly when we should strike .","2","en"
"Kävisikö kotiintulotanssi ukon kanssa?","9","fi"
"That's a real woman .","5","en"
"Hän on hieno upseeri.","8","fi"
"Don't look !","4","en"
"On the other hand , they do have some rather nasty habits .","3","en"
"Hän voisi kysyä vaikka mitä, mutta hän ei sano sanaakaan.","1","fi"
"En, tämä on enoni Regen talo.","8","fi"
"You have your orders . Aye , sir .","8","en"
"Olen ollut hieman ailahtelevainen.","6","fi"
"I'll leave that up to the pride of San Juan Hill here.","9","en"
"Kello on viittä vaille, ja inhoan epätäsmällisyyttä.","1","fi"
"Oikeastaan pidän hänestä.","5, 7","fi"
"It's something I couldn't discuss with anyone .","4","en"
"Haluatko rakastella?","2","fi"
"Just thinking.","9","en"
"Hän jätti minut. Omanikin jätti minut.","6","fi"
"Vauhtia.","9","fi"
"Tuli seis!","9","fi"
"Jos tuota lasta ei olisi adoptoitu, vannoisin, että hän on sinun poikasi.","8, 5","fi"
"Sinä oksetat minua.","3","fi"
"We'll sit in the back and sneak away as soon as it's over .","2","en"
"Sillä siisti.","9","fi"
"Tiedättehän, millaista se on?","8","fi"
"♪ And I think to myself ♪","5","en"
"Let me back you up a bit .","8","en"
"Haluaisit kertoa hyviä uutisia.","2","fi"
"These are the wrong keys .","6, 7","en"
"That's what friends are for .","8","en"
"Look what just came in .","7","en"
"To make boats?","9","en"
"Näin yhden niistä saavan 30 osumaa ja jatkavan silti matkaansa.","4, 7","fi"
"Didn't you understand that ?","7","en"
"It hasn't been all that pleasant for you , has it Mr. [PERSON] ?","6","en"
"Miss , you can be quite sure that I shall report this to the proper authorities .","1","en"
"Olet hirviö!","1, 3","fi"
"And all that crap .","1","en"
"Meillä on kaksi valttikorttia: he näkivät minut mutta eivät ehkä sinua.","2, 5","fi"
"Kuka se tyyppi oli?","2","fi"
"How many deals do you think get cut in the men's room?","9","en"
"So how can you tell the difference ?","7","en"
"It doesn't matter.","9","en"
"Tom Dickson on ystäväni.","8","fi"
"Etpä ollut turhan kaino sinä ensimmäisenä iltana.","8, 1, 2, 5","fi"
"All right , gentlemen . Stand by .","2","en"
"Käärimme kokoon sitä ja kävimme lumisotaa.","9","fi"
"Shoot , Lieutenant .","1, 2","en"
"Kauanko Dickson kestää vielä?","2","fi"
"99 percent of what we do is routine one percent requires intelligence.","9","en"
"Tarvitsetteko apua, herra Chisum?","8","fi"
"Älä, siitä tulee hubaa.","2","fi"
"Onpa kauhea vastatuuli.","3","fi"
"You know what I like about you ?","8","en"
"Hän sitoo naisen ja avaa ikkunat jotta tapaus näyttäisi murrolta.","9","fi"
"Onko tämä käsityksesi...?","9","fi"
"Graham.","9","fi"
"Yeah . I'm okay .","8","en"
"We'll blow it open .","1","en"
"Tällaisen minäkin tahtoisin.","2","fi"
"Ass cam . - What ?","7","en"
"The more you find out about us [PERSON] , the more impressive we become .","5","en"
"I don't smoke. Never have.","9","en"
"Minulle on se ja sama miten teet, kunhan löydät sen aavikkorotan.","3","fi"
"Pitääko minun olla mukana?","1","fi"
"We've got to leave.","9","en"
"There's no fucking handle !","1","en"
"Tämä on todella hauskaa.","5","fi"
"I want every one of them out of here .","1","en"
"I'm Tommy.","9","en"
"Missä hän on?","9","fi"
"And then he says , l sure hope he was guilty .  Then he laughs . ","1, 3, 7","en"
"Siinä oli jotain neroudesta.","2","fi"
"They're not looking for a murder weapon ?","4","en"
"Olin todella hyvä.","5","fi"
"Apparently any mother , even a bad one , is better than none .","3","en"
"He ovat aseettomina ansassa.","9","fi"
"Nukuin hetkisen sohvalla.","9","fi"
"Lähden kotiin seuraavalla koneella.","2","fi"
"En erota poikaa ovipalkista.","3","fi"
"Are you a fool or a mutineer ?","2, 3","en"
"Every village every home.","9","en"
"I'm the first to go.","9","en"
"Varmuuden vuoksi.","9","fi"
"Raahaa luusi tänne.","1, 3","fi"
"He's excited about this camping trip we're going on .","2, 5","en"
"Jere!","9","en"
"Ben.","9","fi"
"Tuohan on huora!","1, 3, 7","fi"
"We'll get him out of town .","1","en"
"Soitan heti kun se saapuu.","9","fi"
"Congratulations on your performance last night .","5","en"
"Oh my God .","2, 7","en"
"You really and truly are a perfect bastard .","3","en"
"One of the best.","9","en"
"Hän ei halua minua.","6","fi"
"I didn't know it was stolen.","9","en"
"His whole life is fishing","9","en"
"Se ei tee sinusta hänen omistajaansa.","3","fi"
"We'll hurry .","2","en"
"Erikoinen yhteensattuma. Äiti teki testamentin omana kuolinpäivänään.","9","fi"
"Tommy The Machine Gunn!","9","en"
"Hänet pitää pysäyttää.","3","fi"
"What kind of evil spirit are you !","1, 3","en"
"Kyllä tämä tästä.","8, 2","fi"
"It's getting real bright out here .","7","en"
"And I was thinking more of sushi ?","7","en"
"He odottavat meitä.","9","fi"
"Älä sitten sano.","1","fi"
"Onko sinulla nälkä?","9","fi"
"I felt all warmed and funny inside . I can't describe it .","5, 7","en"
"Remember when Mom I locked myself in the basement?","9","en"
"Can I cook dinner for you tomorrow night ?","2","en"
"Matalaksi tai kuolette!","1","fi"
"This is Princeton.","9","en"
"Minulla on omat oik euteni.","1","fi"
"Minä taidan pyörtyä.","4","fi"
"And a bad king is bad king , and worse one if he's [PERSON] .","3","en"
"How do you know we can trust her ? She's had your fingers before , [PERSON] .","4","en"
"Got all the time in the world .","5","en"
"What are they fighting about ?","1","en"
"Hän oli oikeassa.","9","fi"
"A confession that you hired [PERSON] ... and are responsible for my father's murder .","1, 6","en"
"Säästyy rahaa.","8, 2","fi"
"Sen puolustusmekanismit ovat uskomattomia.","7","fi"
"Tarvitsemme lisää väkeä auttamaan meitä koska me aiomme tuhlata järjettömän paljon rahaa.","8, 2, 3","fi"
"It'll make you feel better .","8","en"
"Kuulumme tänne.","9","fi"
"Too much vodka .","3","en"
"Tuleeko teille aamiaista?","9","fi"
"You can come out now , Red Eagle .","8","en"
"Goodbye. Goodbye Jessica.","9","en"
"Säilyttäkää vaihtolippu.","9","fi"
"Miten se voi olla kyseenalaista?","7","fi"
"You little piece of shit .","3","en"
"Sure , [PERSON] .","8, 5","en"
"Olet pelkkä kone.","3","fi"
"Niinpä.","9","fi"
"Odottakaa minuutti.","9","fi"
"It's gone now and I just can't afford to send you your pay cheques any more .","6","en"
"Uh not yet.","9","en"
"Say nothing .","1","en"
"This way Keith.","9","en"
"Ymmärrän myös, että minä välitän kovasti siitä mitä sinulle tapahtuu.","8","fi"
"Siksi hän on kuningas.","9","fi"
"Ei hukata aikaa.","9","fi"
"Toivottavasti säilytitte kuitin.","9","fi"
"Valkoisen kohinan mustan ukkosen punaisen seipään ja... sinisen sametin avulla.","9","fi"
"En.","9","fi"
"lsä, tule takaisin!","4","fi"
"You really could be a nun ! Thanks .","8, 7","en"
"Herra Wilkinson. Pallo pois ja istukaa!","3","fi"
"Not necessarily , this country plays tricks with the eyes .","1, 6","en"
"Se ei ole hassumpi koni.","9","fi"
"Ilmiantaja.","3","fi"
"She's a tiger.","9","en"
"You gave me some very valuable information .","8","en"
"Well , how did it go ?","2","en"
"Tricks ?","2","en"
"That's not bad for a blind man .","7","en"
"Haluan että näet kunnolla.","9","fi"
"..saanut jamaikalaisten ja kolumbialaisten huumeparonien kontrolloiman alueen.","9","fi"
"Missä?","9","fi"
"Fantasia unohtuu!","9","fi"
"Mr Morse minun intressini yhtiötänne kohtaan ovat muuttuneet.","9","fi"
"He dropped his old - fashioned wrench .","3","en"
"Se oli vain ajatus.","9","fi"
"I'm sorry , [PERSON] .","3, 6","en"
"Kiirehdi oikeudenmukaisuuden huvilalle ja valehtele väijytyksestä.","3","fi"
"And what are you focused on now ?","2, 3","en"
"Get one more car done and we'll see .","3","en"
"En halua rahoja, jos ne pitää ansaita tällä tavalla.","1","fi"
